Sunnyside Export for FLC
Start date:,2/11/2026 12:00:00 AM
End date:,2/11/2026 12:00:00 AM

Timestamp,PYRANOMETER - GHI (Estimated POA),PYRANOMETER - GHI (GHI),PYRANOMETER - POA,WEATHER STATION - Ambient Temperature,BOM TEMPERATURE - Module Temperature 1,BOM TEMPERATURE - Module Temperature 1,Average AC Voltage,Total AC Current,Max wind speed - WEATHER STATION,Sunrise (site time),Sunset (site time),Tons of carbon dioxide,Trees planted,Production meter active power,Production meter net energy,POA,Expected power,WEATHER STATION - Ambient Temperature,BOM TEMPERATURE - Module Temperature 1,BOM TEMPERATURE - Module Temperature 1,METER - PRODUCTION,"PYRANOMETER - GHI, GHI Irradiance ","PYRANOMETER - POA, Sun (POA Temp comp)"
2/11/2026 4:45:00 AM,0,-0.29475,-0.1469167,34.8254,31.34,31.622,287.7477,14.4585,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49247,0,-0.2938335,0,34.8254,31.34,31.622,,0,-0.587667
2/11/2026 5:00:00 AM,0,-0.4059175,-0.1481667,34.6609,31.214,31.376,287.9327,14.4495,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49976,-1,-0.2963335,0,34.6609,31.214,31.376,,0,-0.592667
2/11/2026 5:15:00 AM,0,-0.26275,-0.1620833,34.7523,31.322,31.526,287.5913,14.4248,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.52581,-1,-0.3241665,0,34.7523,31.322,31.526,,0,-0.648333
2/11/2026 5:30:00 AM,0,-0.3773325,-0.14,35.1259,31.826,31.952,286.986,14.4048,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.44849,0,-0.28,0,35.1259,31.826,31.952,,0,-0.56
2/11/2026 5:45:00 AM,0,-0.4759175,-0.1454168,34.4232,31.112,31.142,287.5283,14.431,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.52358,0,-0.2908335,0,34.4232,31.112,31.142,,0,-0.581667
2/11/2026 6:00:00 AM,0,-0.49875,-0.14775,33.9913,30.482,30.518,288.2157,14.4397,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.53434,0,-0.2955,0,33.9913,30.482,30.518,,0,-0.591
2/11/2026 6:15:00 AM,0,-0.4046675,-0.16675,33.7251,29.99,29.954,287.9133,14.4246,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.52136,-1,-0.3335,0,33.7251,29.99,29.954,,0,-0.667
2/11/2026 6:30:00 AM,0,-0.2184168,-0.1776668,33.9891,30.446,30.56,287.6037,14.4087,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49566,0,-0.3553335,0,33.9891,30.446,30.56,,0,-0.710667
2/11/2026 6:45:00 AM,0,-0.1740832,-0.1036668,34.6266,31.256,31.466,287.495,14.4036,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.50376,-1,-0.2073335,0,34.6266,31.256,31.466,,0,-0.414667
2/11/2026 7:00:00 AM,0,0.09091675,0.1695,34.6152,31.532,31.7,287.2647,17.368,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.65646,0,0.5208335,1.453308,34.6152,31.532,31.7,-1.139786,0.363667,0.678
2/11/2026 7:15:00 AM,0,0.638,0.75425,34.766,31.952,32.3,289.761,16.0179,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.24313,0,2.7845,6.51602,34.766,31.952,32.3,-0.1907806,2.552,3.017
2/11/2026 7:30:00 AM,0,3.150175,3.00925,35.1659,32.984,33.422,289.2207,44.0018,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.0030404,0.07072318,16.5467,4,12.31885,25.93089,35.1659,32.984,33.422,0.6381078,12.6007,12.037
2/11/2026 7:45:00 AM,0,8.155825,7.776175,35.7749,34.052,34.574,288.991,108.186,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.0136818,0.3182543,68.1961,18,32.12526,66.83062,35.7749,34.052,34.574,1.020432,33.09788,31.1047
2/11/2026 8:00:00 AM,0,15.58982,14.38993,36.4547,35.408,36.098,289.1137,161.696,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.02546335,0.5923066,132.818,33.5,97.65125,123.0697,36.4547,35.408,36.098,1.07921,131.1732,57.5597
2/11/2026 8:15:00 AM,0,17.42082,15.68542,37.2214,37.058,37.946,288.6967,176.351,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.02774365,0.645349,145.568,36.5,97.43775,133.623,37.2214,37.058,37.946,1.089393,127.0115,62.7417
2/11/2026 8:30:00 AM,0,19.39857,15.88325,37.9675,38.486,39.44,288.3227,180.537,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.02774365,0.645349,148.967,36.5,99.1124,134.8564,37.9675,38.486,39.44,1.104634,130.3425,63.533
2/11/2026 8:45:00 AM,0,21.04667,15.87893,39.1249,40.1,41.18,287.213,184.218,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.02850375,0.6630298,151.186,37.5,99.60425,134.2957,39.1249,40.1,41.18,1.12577,132.1199,63.5157
2/11/2026 9:00:00 AM,0,18.774,14.69732,39.8745,41.09,41.768,288.3657,170.924,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.0258434,0.6011471,138.602,34,80.64385,124.0463,39.8745,41.09,41.768,1.117341,100.8197,58.7893
2/11/2026 9:15:00 AM,0,31.02125,22.812,40.6537,42.074,42.998,288.8973,261.611,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.04408579,1.025486,221.869,58,142.6949,191.7118,40.6537,42.074,42.998,1.157305,190.5455,91.248
2/11/2026 9:30:00 AM,0,36.33425,29.365,41.6695,44.882,46.25,288.4663,328.131,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.05320699,1.237656,279.855,70,167.6366,244.7381,41.6695,44.882,46.25,1.143488,215.0054,117.46
2/11/2026 9:45:00 AM,0,41.332,32.62325,43.4119,47.582,49.166,288.4687,365.994,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.05966784,1.387942,312.29,78.5,182.7486,269.7526,43.4119,47.582,49.166,1.15769,233.4682,130.493
2/11/2026 10:00:00 AM,0,34.9355,28.49525,44.4996,48.656,49.898,288.6647,319.622,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.05092669,1.184613,270.811,67,147.3657,234.9102,44.4996,48.656,49.898,1.152828,180.5502,113.981
2/11/2026 10:15:00 AM,0,37.802,30.74375,45.1143,48.644,49.754,288.6393,349.51,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.05738754,1.3349,297.874,75.5,154.8849,253.1337,45.1143,48.644,49.754,1.176746,186.7949,122.975
2/11/2026 10:30:00 AM,0,41.772,34.689,45.817,50.648,52.172,289.1027,393.916,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.06308829,1.467506,336.833,83,168.4545,283.659,45.817,50.648,52.172,1.187458,198.1529,138.756
2/11/2026 10:45:00 AM,0,45.2905,37.1135,46.6568,52.094,53.654,289.281,422.46,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.07068929,1.644314,363.477,93,177.4776,301.8786,46.6568,52.094,53.654,1.20405,206.5012,148.454
2/11/2026 11:00:00 AM,0,56.64025,48.3805,47.9262,54.812,56.366,289.6477,540.06,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.08855164,2.059813,466.115,116.5,222.0318,389.6388,47.9262,54.812,56.366,1.196275,250.5417,193.522
2/11/2026 11:15:00 AM,0,59.59225,52.393,49.2493,57.392,59.21,288.9507,585.083,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.09653269,2.245461,503.655,127,232.2077,418.3672,49.2493,57.392,59.21,1.203859,254.8435,209.572
2/11/2026 11:30:00 AM,0,71.66225,64.717,50.4879,58.886,60.086,289.3843,706.344,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1162953,2.705162,610.51,153,278.7589,513.5303,50.4879,58.886,60.086,1.188849,298.6497,258.868
2/11/2026 11:45:00 AM,0,78.192,72.672,51.3985,60.104,59.414,289.4097,775.807,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1284569,2.988054,670.964,169,304.8571,573.8752,51.3985,60.104,59.414,1.169181,319.0262,290.688
2/11/2026 12:00:00 PM,0,84.0835,79.6255,52.6199,63.134,62.954,289.0257,853.3,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1402384,3.262107,736.937,184.5,328.4229,623.021,52.6199,63.134,62.954,1.182845,338.3437,318.502
2/11/2026 12:15:00 PM,0,94.1545,90.7065,53.3626,66.89,68.762,288.7697,960.696,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1573407,3.659925,830.211,207,369.7511,701.9838,53.3626,66.89,68.762,1.182664,376.6762,362.826
2/11/2026 12:30:00 PM,0,82.23575,80.001,54.1784,67.844,69.41,287.7703,844.545,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1383382,3.217905,726.523,182,324.9276,617.957,54.1784,67.844,69.41,1.175685,329.8511,320.004
2/11/2026 12:45:00 PM,0,62.30775,60.1105,55.1393,65.12,65.894,287.6513,639.103,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1022334,2.378067,547.804,134.5,246.4335,468.6906,55.1393,65.12,65.894,1.168797,252.4251,240.442
2/11/2026 1:00:00 PM,0,69.53625,66.6855,54.856,63.992,64.772,287.145,714.661,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1174354,2.731683,613.027,154.5,276.9134,521.7057,54.856,63.992,64.772,1.175044,287.0847,266.742
2/11/2026 1:15:00 PM,0,60.3265,57.64325,55.0879,63.176,62.702,287.9043,606.562,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.09729279,2.263142,519.851,128,242.8344,452.8224,55.0879,63.176,62.702,1.148024,255.0957,230.573
2/11/2026 1:30:00 PM,0,65.8495,60.867,55.4901,61.4,60.686,291.0523,648.192,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1071741,2.492992,561.505,141,265.9405,480.9412,55.4901,61.4,60.686,1.167513,288.4129,243.468
2/11/2026 1:45:00 PM,0,63.79525,60.6115,55.6044,61.826,60.788,291.912,640.944,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1071741,2.492992,558.36,141,266.6495,479.0995,55.6044,61.826,60.788,1.165436,290.853,242.446
2/11/2026 2:00:00 PM,0,59.2035,52.0875,56.2168,63.044,61.502,291.2657,559.107,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.09121199,2.121695,483.82,120,245.3114,411.2473,56.2168,63.044,61.502,1.17647,282.2727,208.35
2/11/2026 2:15:00 PM,0,65.48725,57.2665,56.1425,62.546,60.164,291.9367,611.511,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.1007132,2.342705,531.503,132.5,280.6511,453.2347,56.1425,62.546,60.164,1.172688,332.2361,229.066
2/11/2026 2:30:00 PM,0,64.1545,52.43975,55.7049,61.67,58.712,291.7963,569.618,5,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.09311224,2.165897,493.736,122.5,278.3253,416.6815,55.7049,61.67,58.712,1.184924,346.7788,209.759
2/11/2026 2:45:00 PM,0,49.57,37.838,55.329,59.684,57.008,290.643,419.597,5,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.06840899,1.591272,360.893,90,216.1474,302.8937,55.329,59.684,57.008,1.191484,279.7356,151.352
2/11/2026 3:00:00 PM,0,46.876,36.94625,54.7897,57.722,55.736,290.2803,405.572,4,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.06650874,1.54707,348.982,87.5,216.4787,297.5689,54.7897,57.722,55.736,1.172777,281.9483,147.785
2/11/2026 3:15:00 PM,0,45.43925,35.25825,54.6331,57.404,55.682,291.202,387.497,5,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.06232819,1.449825,333.348,82,220.3163,284.4141,54.6331,57.404,55.682,1.172052,294.068,141.033
2/11/2026 3:30:00 PM,0,36.1725,27.952,54.5349,56.636,55.19,290.0817,309.397,4,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.05054664,1.175773,264.162,66.5,180.7733,226.1407,54.5349,56.636,55.19,1.168131,243.6716,111.808
2/11/2026 3:45:00 PM,0,28.45075,21.97857,54.2652,55.442,54.29,289.8573,242.594,4,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.03800499,0.8840398,206.264,50,145.216,178.5092,54.2652,55.442,54.29,1.155481,196.6203,87.9143
2/11/2026 4:00:00 PM,0,23.07067,18.89318,53.8505,54.116,53.378,291.4147,206.321,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.03382444,0.7867954,176.528,44.5,122.2572,154.0433,53.8505,54.116,53.378,1.145963,163.29,75.5727
2/11/2026 4:15:00 PM,0,22.58783,21.07842,53.7008,53.204,53.042,291.5833,224.268,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.03724489,0.8663589,192.99,49,137.5395,172.1886,53.7008,53.204,53.042,1.120806,182.7418,84.3137
2/11/2026 4:30:00 PM,0,22.35057,22.20475,53.6791,52.778,53.162,291.476,233.278,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.03762494,0.8751993,200.513,49.5,160.024,181.4911,53.6791,52.778,53.162,1.104809,219.1339,88.819
2/11/2026 4:45:00 PM,0,14.55083,14.54517,53.2849,51.194,51.824,289.3043,160.224,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.0235631,0.5481046,129.159,31,92.0264,118.5409,53.2849,51.194,51.824,1.089573,142.7448,58.1807
2/11/2026 5:00:00 PM,0,7.677075,8.049925,51.1688,48.578,49.268,288.0517,120.51,4,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.0129217,0.3005735,67.8435,17,38.36118,65.56538,51.1688,48.578,49.268,,56.7356,32.1997
2/11/2026 5:15:00 PM,0,4.484925,4.78525,49.4687,46.736,47.21,287.21,92.0067,6,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.006840899,0.1591272,37.8698,9,26.51343,35.48038,49.4687,46.736,47.21,,76.64819,19.141
2/11/2026 5:30:00 PM,0,1.242833,1.61825,48.5089,45.08,45.44,286.695,39.739,4,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0.0015202,0.03536159,8.64585,2,5.722165,2.875031,48.5089,45.08,45.44,,4.97133,6.473
2/11/2026 5:45:00 PM,0,-0.3070825,0.1700833,46.7597,42.974,43.142,286.56,13.0886,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.68535,0,0.3401665,0,46.7597,42.974,43.142,,0,0.680333
2/11/2026 6:00:00 PM,0,-0.59075,-0.1265832,45.8902,41.864,41.678,286.3743,14.3378,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.44414,0,-0.2531665,0,45.8902,41.864,41.678,,0,-0.506333
2/11/2026 6:15:00 PM,0,-0.67625,-0.19625,45.0983,40.556,40.388,287.8683,14.3799,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.45607,0,-0.3925,0,45.0983,40.556,40.388,,0,-0.785
2/11/2026 6:30:00 PM,0,-0.5478325,-0.1613332,44.2391,39.836,39.548,288.062,14.3948,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.47646,-1,-0.3226665,0,44.2391,39.836,39.548,,0,-0.645333
2/11/2026 6:45:00 PM,0,-0.6735825,-0.1516667,43.004,38.744,38.516,287.9763,14.3865,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.43352,-1,-0.3033335,0,43.004,38.744,38.516,,0,-0.606667
2/11/2026 7:00:00 PM,0,-0.5333325,-0.14025,41.8626,37.952,37.784,288.275,14.4043,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.45098,0,-0.2805,0,41.8626,37.952,37.784,,0,-0.561
2/11/2026 7:15:00 PM,0,-0.32325,-0.1721667,41.8168,38.324,38.258,288.342,14.4059,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49024,0,-0.3443335,0,41.8168,38.324,38.258,,0,-0.688667
2/11/2026 7:30:00 PM,0,-0.416,-0.1680833,41.9517,38.612,38.564,288.052,14.4197,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.46232,0,-0.3361665,0,41.9517,38.612,38.564,,0,-0.672333
2/11/2026 7:45:00 PM,0,-0.4896675,-0.1750832,41.8111,38.12,37.988,288.962,14.4267,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49838,-1,-0.3501665,0,41.8111,38.12,37.988,,0,-0.700333
2/11/2026 8:00:00 PM,0,-0.3644175,-0.1979167,42.0579,38.258,38.186,289.0503,14.4332,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.46533,0,-0.3958335,0,42.0579,38.258,38.186,,0,-0.791667
2/11/2026 8:15:00 PM,0,-0.4445,-0.1835,42.0214,38.15,38.204,289.4843,14.4419,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49383,-1,-0.367,0,42.0214,38.15,38.204,,0,-0.734
2/11/2026 8:30:00 PM,0,-0.6179175,-0.16975,41.4089,37.478,37.508,289.1537,14.4553,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.53432,0,-0.3395,0,41.4089,37.478,37.508,,0,-0.679
2/11/2026 8:45:00 PM,0,-0.533,-0.1676667,40.8754,37.106,37.04,289.4613,14.467,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49306,0,-0.3353335,0,40.8754,37.106,37.04,,0,-0.670667
2/11/2026 9:00:00 PM,0,-0.6000825,-0.178,40.8137,37.052,36.848,288.5323,14.4505,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.47372,0,-0.356,0,40.8137,37.052,36.848,,0,-0.712
2/11/2026 9:15:00 PM,0,-0.6054175,-0.1863333,40.3943,36.386,36.152,287.5603,14.4321,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.50066,-1,-0.3726665,0,40.3943,36.386,36.152,,0,-0.745333
2/11/2026 9:30:00 PM,0,-0.5343325,-0.19225,40.0413,35.84,35.606,288.342,14.4567,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.48684,-1,-0.3845,0,40.0413,35.84,35.606,,0,-0.769
2/11/2026 9:45:00 PM,0,-0.598,-0.2150833,39.7168,35.132,34.982,288.133,14.4503,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49332,0,-0.4301665,0,39.7168,35.132,34.982,,0,-0.860333
2/11/2026 10:00:00 PM,0,-0.4933325,-0.16475,39.638,35.48,35.39,287.6383,14.4383,3,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49274,0,-0.3295,0,39.638,35.48,35.39,,0,-0.659
2/11/2026 10:15:00 PM,0,-0.564,-0.2560825,39.2323,34.544,34.58,287.088,14.4301,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.46056,0,-0.512165,0,39.2323,34.544,34.58,,0,-1.02433
2/11/2026 10:30:00 PM,0,-0.1923333,-0.24325,40.3486,36.11,36.188,287.823,14.4496,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.463,-1,-0.4865,0,40.3486,36.11,36.188,,0,-0.973
2/11/2026 10:45:00 PM,0,-0.5,-0.1519168,39.9202,36.452,36.392,289.6773,14.4709,2,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.55428,-1,-0.3038335,0,39.9202,36.452,36.392,,0,-0.607667
2/11/2026 11:00:00 PM,0,-0.476,-0.16425,39.8139,36.044,35.984,289.3363,14.4893,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.47453,0,-0.3285,0,39.8139,36.044,35.984,,0,-0.657
2/11/2026 11:15:00 PM,0,-0.3046675,-0.2058333,40.2881,36.464,36.476,289.0047,14.482,1,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.49503,0,-0.4116665,0,40.2881,36.464,36.476,,0,-0.823333
2/11/2026 11:30:00 PM,0,-0.4628325,-0.1571667,40.2458,36.692,36.722,287.8137,14.4642,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.47476,0,-0.3143335,0,40.2458,36.692,36.722,,0,-0.628667
2/11/2026 11:45:00 PM,0,-0.4975,-0.1373332,40.0253,36.5,36.68,287.9187,14.4658,0,2/11/2026 7:09:04 AM,2/11/2026 5:42:12 PM,0,0,-1.51004,0,-0.2746665,0,40.0253,36.5,36.68,,0,-0.549333
