name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunazimuth,sunelevation,stations,source
Durango CO,2025-04-21T02:00:00,32,26.6,20.9,63.34,0,0,,0,2.72,9.2,5.6,30,1019.2,0,9.9,0,0,0,15.8,-39.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T03:00:00,30.9,27.4,21,66.33,0,0,,0,2.72,8.7,3.5,50,1019.5,0,9.9,0,0,0,33.1,-34.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T04:00:00,30.1,26.7,21,68.62,0,0,,0,2.72,9.2,3.3,88,1019.3,0,9.9,0,0,0,47.6,-26.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T05:00:00,25.4,19.7,20.1,80.12,0,0,,0,2.72,9.4,4.6,1,1019.7,0,9.9,0,0,0,59.6,-17,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T06:00:00,28.2,21,20.1,71.28,0,0,,0,2.72,9.4,6.7,16,1019.4,0,9.9,0,0,0,69.7,-6.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T07:00:00,28.2,28.2,20.1,71.34,0,0,,0,2.72,9.2,0.1,300,1020.2,0,9.9,7,0,0,78.9,5.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T08:00:00,34.3,34.3,24.3,66.59,0,0,,0,2.72,9.8,0.3,294,1020.1,0,9.9,182,0.7,2,87.7,17.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T09:00:00,43.3,43.3,23.3,44.85,0,0,,0,2.72,10.1,0.2,300,1019.6,0,9.9,396,1.4,4,97,29.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T10:00:00,50.3,50.3,24.3,35.84,0,0,,0,2.68,11.6,0.2,300,1018.8,0,9.9,609,2.2,6,107.9,40.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T11:00:00,56.3,56.3,23,27.29,0,0,,0,2.6,18.3,6.2,512,1018.2,0,9.9,784,2.8,8,122.3,51.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T12:00:00,60.4,60.4,20.9,21.56,0,0,,0,2.52,27.7,9.5,213,1017.5,0,9.9,924,3.3,9,143.4,60.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T13:00:00,60.5,60.5,19,19.83,0,0,,0,2.44,19.9,7.5,208,1017.3,0,9.9,981,3.5,10,174.2,64.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T14:00:00,61.4,61.4,16.9,17.55,0,0,,0,0,21.4,11.2,173,1016.7,0,9.9,944,3.4,9,207.2,62.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T15:00:00,64.4,64.4,16,15.2,0,0,,0,0,22,12.7,220,1015.6,0,9.9,861,3.1,9,231.6,54.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T16:00:00,65.3,65.3,15.2,14.23,0,0,,0,0,20,14.9,220,1014.6,0,9.9,809,2.9,8,247.8,44.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T17:00:00,64.4,64.4,12.2,12.87,0,0,,0,0,21.8,13.6,219,1015.3,0.6,9.9,568,2,6,259.7,33.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T18:00:00,64.3,64.3,11.8,12.67,0,0,,0,0,19.7,12.5,223,1014.8,0.6,9.9,457,1.6,5,269.4,21.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T19:00:00,62.4,62.4,12.8,14.18,0,0,,0,0,18.5,11.3,230,1015.2,0,9.9,273,1,3,278.3,9.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T20:00:00,58.1,58.1,14.1,17.45,0,0,,0,0,9.4,6.7,269,1015.1,0,9.9,58,0.2,0,287.3,-2.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T21:00:00,55.7,55.7,14.3,19.21,0,0,,0,0,7.8,3.2,290,1014.5,0,9.9,0,0,0,297,-13.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T22:00:00,45.1,41.9,17.1,32.17,0,0,,0,0,6,5.9,10,1015.5,0,9.9,0,0,0,308.3,-23.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-21T23:00:00,42.2,37.8,17.9,37.2,0,0,,0,0,8.9,7,12,1015.3,0,9.9,0,0,0,321.8,-31.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T00:00:00,39.9,39.9,17.9,40.77,0,0,,0,0,10.5,0.4,290,1015.1,0,9.9,0,0,0,338.2,-37.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T01:00:00,37.1,37.1,17.9,45.46,0,0,,0,0,10.1,0.3,290,1015.3,0,9.9,0,0,0,356.8,-40.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T02:00:00,34.9,32.1,17,47.71,0,0,,0,0,11,3.4,2,1015.4,0,9.9,0,0,0,15.8,-39,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T03:00:00,31,24.4,15.3,51.77,0,0,,0,0,11.9,6.8,23,1015.5,0,9.9,0,0,0,33,-34.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T04:00:00,33.1,27.8,15.3,47.66,0,0,,0,0,11.9,5.6,11,1015,1.1,9.9,0,0,0,47.4,-26.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T05:00:00,25.5,21.6,14.3,62,0,0,,0,0,11.9,3.3,60,1016,2.3,9.9,0,0,0,59.3,-16.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T06:00:00,27.3,27.3,15.5,60.68,0,0,,0,0,11.4,0.4,294,1015.9,0,9.9,0,0,0,69.5,-6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T07:00:00,27.4,23.4,16.2,62.48,0,0,,0,0,11.4,3.5,51,1016.9,0,9.9,8,0,0,78.6,5.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T08:00:00,38.1,33.9,19.4,46.36,0,0,,0,0,11.9,5.6,88,1016.5,0,9.9,180,0.6,2,87.4,17.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T09:00:00,46.3,45.3,21,36.33,0,0,,0,0,11.6,3.3,89,1015.3,0,9.9,399,1.4,4,96.7,29.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T10:00:00,56.2,56.2,20,24.13,0,0,,0,0,12.5,3.3,137,1014.8,0,9.9,607,2.2,6,107.6,41,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T11:00:00,60.4,60.4,18.1,19.13,0,0,,0,0,14.8,0.4,281,1014.7,0,9.9,787,2.8,8,122,51.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T12:00:00,62.3,62.3,18,17.82,0,0,,0,0,17.7,3.5,512,1014,24.8,9.9,939,3.4,9,143.2,60.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T13:00:00,68.2,68.2,18,14.53,0,0,,0,0,20.7,14.7,220,1012.5,46.6,9.9,710,2.6,7,174.2,65.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T14:00:00,66.3,66.3,16.2,14.36,0,0,,0,0,18.3,7,494,1012.6,94.4,9.9,598,2.2,6,207.6,62.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T15:00:00,68.3,68.3,16,13.28,0,0,,0,0,25.3,10,200,1012.2,48.9,9.9,781,2.8,8,232,55.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T16:00:00,69.4,69.4,12.9,11.17,0,0,,0,0,22,8.5,199,1011.3,0,9.9,624,2.2,6,248.2,44.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T17:00:00,70.2,70.2,10.3,9.65,0,0,,0,0,27.4,13.7,270,1011.7,0,9.9,603,2.2,6,260,33.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T18:00:00,68.3,68.3,12.8,11.54,0,0,,0,0,21.8,14.6,254,1011.6,0,9.9,509,1.8,5,269.7,21.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T19:00:00,66.2,66.2,11.9,11.93,0,0,,0,0,21.9,13.6,235,1011.7,0,9.9,277,1,3,278.6,9.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T20:00:00,61.4,61.4,12.8,14.7,0,0,,0,0,7.6,5.6,292,1011.2,0,9.9,60,0.2,0,287.6,-2.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T21:00:00,56.7,56.7,11.4,16.28,0,0,,0,0,6.7,3.4,530,1011.3,0,9.9,0,0,0,297.3,-13.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T22:00:00,49.9,47.6,13.1,22.52,0,0,,0,0,7.4,6,13,1011.4,0,9.9,0,0,0,308.5,-23.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-22T23:00:00,43.3,39.3,14.2,30.31,0,0,,0,0,9.6,6.7,32,1011.9,0,9.9,0,0,0,322.1,-31.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T00:00:00,40,35.9,14.2,34.44,0,0,,0,0,11.2,5.9,133,1012.1,0,9.9,0,0,0,338.3,-37.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T01:00:00,35.4,32.5,14.2,41.36,0,0,,0,0,11.6,3.5,33,1012.3,0,9.9,0,0,0,356.9,-40,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T02:00:00,38.1,34.4,17.1,42.13,0,0,,0,0,12.1,4.8,6,1012,0,9.9,0,0,0,15.7,-38.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T03:00:00,35.9,35.9,14.2,40.6,0,0,,0,0,12.5,0.2,298,1011.9,0,9.9,0,0,0,32.9,-33.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T04:00:00,35.9,35.9,16.2,44.23,0,0,,0,0,12.5,0.4,293,1011.6,0,9.9,0,0,0,47.2,-26,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T05:00:00,32.1,32.1,15.4,49.73,0,0,,0,0,12.5,0.2,300,1012.5,0,9.9,0,0,0,59.1,-16.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T06:00:00,32,32,14.3,47.51,0,0,,0,0,12.3,0.1,299,1012.9,0,9.9,0,0,0,69.3,-5.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T07:00:00,30.2,30.2,16.3,55.84,0,0,,0,0,12.1,0.5,294,1013.7,0,9.9,8,0,0,78.4,5.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T08:00:00,39.3,39.3,18.1,42.07,0,0,,0,0,12.3,0.6,294,1013.3,0,9.9,189,0.7,2,87.2,17.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T09:00:00,50.3,50.3,19.4,29.18,0,0,,0,0,12.1,0.2,301,1012.3,0,9.9,409,1.5,4,96.4,29.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T10:00:00,59.2,59.2,18,19.89,0,0,,0,0,13,5.8,77,1011.8,0,9.9,614,2.2,6,107.3,41.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T11:00:00,64.4,64.4,19.1,17.37,0,0,,0,0,16.8,7.1,77,1012.1,0,9.9,789,2.8,8,121.6,52.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T12:00:00,67.1,67.1,17,14.41,0,0,,0,0,20.6,8.5,48,1011.4,0,9.9,909,3.3,9,142.9,61,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T13:00:00,69.4,69.4,12.8,11.14,0,0,,0,0,21.1,12.9,246,1011.2,0,9.9,927,3.3,9,174.3,65.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T14:00:00,71.2,71.2,13.7,10.86,0,0,,0,0,23.4,10.6,220,1009.6,0,9.9,1041,3.7,10,207.9,63.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T15:00:00,71.2,71.2,10.7,9.53,0,0,,0,0,29.9,11.4,248,1009.5,24.8,9.9,844,3,8,232.5,55.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T16:00:00,72.1,72.1,5.3,7.23,0,0,,0,0,28.6,17.3,220,1008.8,0,9.9,671,2.4,7,248.6,44.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T17:00:00,72.1,72.1,6.4,7.61,0,0,,0,0,28.3,15.6,218,1008.5,0,9.9,702,2.5,7,260.4,33.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T18:00:00,70.3,70.3,3.1,6.96,0,0,,0,0,31.9,18.1,210,1008.7,0,9.9,498,1.8,5,270,21.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T19:00:00,68.3,68.3,6.3,8.62,0,0,,0,0,24,16.8,222,1009.1,0,9.9,208,0.7,2,278.9,9.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T20:00:00,62.9,62.9,6.5,10.5,0,0,,0,0,11.6,10.2,212,1008.7,0,9.9,66,0.2,0,287.8,-1.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T21:00:00,57.8,57.8,8.2,13.63,0,0,,0,0,11.4,5.9,249,1008.7,0,9.9,0,0,0,297.6,-12.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T22:00:00,55.8,55.8,8.2,14.66,0,0,,0,0,10.5,5.4,303,1008.1,0,9.9,0,0,0,308.8,-22.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-23T23:00:00,45.2,40.4,10.3,23.86,0,0,,0,0,9.2,9.1,73,1009.5,0,9.9,0,0,0,322.3,-31.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T00:00:00,44.2,40.2,12.1,26.78,0,0,,0,0,6.9,6.8,69,1009.5,0,9.9,0,0,0,338.5,-37.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T01:00:00,43.1,40.3,15.1,31.85,0,0,,0,0,8.9,4.7,12,1009.5,0,9.9,0,0,0,356.9,-39.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T02:00:00,38.3,35.8,15.2,38.56,0,0,,0,0,9.2,3.5,29,1010.4,0,9.9,0,0,0,15.7,-38.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T03:00:00,36.3,33.5,14,39.55,0,0,,0,0,8.7,3.6,530,1010.6,0,9.9,0,0,0,32.7,-33.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T04:00:00,31.4,27.8,12.2,44.47,0,0,,0,0,6.9,3.6,49,1011.8,0,9.9,0,0,0,47.1,-25.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T05:00:00,34.3,29,13,41.02,0,0,,0,0,6,6,50,1011.7,0,9.9,0,0,0,58.9,-16.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T06:00:00,31.1,26.3,12.2,45.01,0,0,,0,0,6.7,4.7,21,1012.6,0,9.9,0,0,0,69,-5.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T07:00:00,30.3,26.7,13.1,48.32,0,0,,0,0,7.4,3.5,79,1013.7,0,9.9,9,0,0,78.1,6.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T08:00:00,40.1,40.1,15.4,36.32,0,0,,0,0,8.3,0.4,294,1013.7,0,9.9,194,0.7,2,86.9,17.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T09:00:00,47.4,45.4,19.2,32.24,0,0,,0,0,8.1,4.7,89,1013.8,0,9.9,414,1.5,4,96.2,29.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T10:00:00,54.3,54.3,17.1,22.9,0,0,,0,0,11,0.3,318,1013.5,0,9.9,624,2.2,6,107,41.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T11:00:00,59.3,59.3,17.9,19.69,0,0,,0,0,16.1,4.6,300,1014.1,0,9.9,799,2.9,8,121.3,52.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T12:00:00,63.2,63.2,16,15.88,0,0,,0,0,19.7,5.1,501,1013.5,0,9.9,883,3.2,9,142.7,61.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T13:00:00,63.3,63.3,14.1,14.54,0,0,,0,0,24.2,3.8,500,1013.2,0,9.9,1000,3.6,10,174.3,65.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T14:00:00,65.3,65.3,12.9,12.85,0,0,,0,0,18.3,5.8,224.2,1012.8,0,9.9,1010,3.6,10,208.3,63.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T15:00:00,68.3,68.3,12,11.12,0,0,,0,0,18.6,9.4,192,1012.3,0,9.9,969,3.5,10,232.9,55.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T16:00:00,69.3,69.3,9.2,9.47,0,0,,0,0,31.9,12.8,227,1012.6,0,9.9,872,3.1,9,249,45.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T17:00:00,68.2,68.2,10.3,10.35,0,0,,0,0,27.3,15.4,231,1012.1,0,9.9,699,2.5,7,260.7,33.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T18:00:00,68.2,68.2,10.3,10.35,0,0,,0,0,27.5,7.1,229,1012.6,0,9.9,502,1.8,5,270.3,21.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T19:00:00,66.2,66.2,8.4,10.17,0,0,,0,0,17.9,10.1,258,1013.1,0,9.9,273,1,3,279.2,9.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T20:00:00,60.5,60.5,11.2,14.13,0,0,,0,0,7.2,4.4,246,1012.7,0,9.9,62,0.2,0,288.1,-1.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T21:00:00,51.5,51.5,11.4,19.67,0,0,,0,0,6.5,0.1,298,1013.5,0,9.9,0,0,0,297.8,-12.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T22:00:00,48,43.5,13,24.18,0,0,,0,0,8.5,10.1,13,1013.6,0,9.9,0,0,0,309.1,-22.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-24T23:00:00,44.1,40.2,14.1,29.39,0,0,,0,0,11,6.7,14,1013.2,0,9.9,0,0,0,322.5,-31,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T00:00:00,43,39.4,14.2,30.77,0,0,,0,0,12.5,5.8,354,1013,0,9.9,0,0,0,338.7,-36.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T01:00:00,38.2,38.2,13.1,35.3,0,0,,0,0,12.1,0.2,299,1013.9,0,9.9,0,0,0,357,-39.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T02:00:00,36.1,32.2,13.1,38.3,0,0,,0,0,11.6,4.7,25,1013.6,0,9.9,0,0,0,15.7,-38,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T03:00:00,34.2,34.2,11.4,38.19,0,0,,0,0,11.9,0.2,298,1013.4,0,9.9,0,0,0,32.6,-33.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T04:00:00,32.3,32.3,12.2,42.84,0,0,,0,0,11.9,0.6,294,1013.6,0,9.9,0,0,0,46.9,-25.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T05:00:00,32.4,32.4,13.1,44.37,0,0,,0,0,12.1,0.5,293,1014.6,0,9.9,0,0,0,58.7,-15.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T06:00:00,30.1,23.5,13.1,48.6,0,0,,0,0,12.3,6.7,79,1015,0,9.9,0,0,0,68.8,-5.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T07:00:00,34.1,29.9,14.3,43.62,0,0,,0,0,12.8,4.6,30,1015.3,0,9.9,10,0,0,77.9,6.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T08:00:00,41.2,41.2,17.2,37.57,0,0,,0,0,13.6,0.2,300,1015.6,0,9.9,169,0.6,2,86.7,18.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T09:00:00,46.2,44.1,20.2,35.14,0,0,,0,0,13.6,4.6,108,1016.2,0,9.9,236,0.8,2,95.9,30,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T10:00:00,54.3,54.3,20.8,26.72,0,0,,0,0,19,0.3,283,1016,0,9.9,539,1.9,5,106.7,41.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T11:00:00,63.1,63.1,17.7,17.12,0,0,,0,0,22.8,6,273,1015.3,0,9.9,555,2,6,121,52.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T12:00:00,66,66,12.9,12.52,0,0,,0,0,21.8,11.2,239,1014.2,0,9.9,957,3.4,10,142.4,61.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T13:00:00,68.3,68.3,10.2,10.29,0,0,,0,0,25.3,13,173,1013.8,0,9.9,987,3.6,10,174.3,66.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T14:00:00,70.2,70.2,9.1,9.16,0,0,,0,0,25.2,10.3,180,1012.9,0,9.9,990,3.6,10,208.7,63.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T15:00:00,73.2,73.2,9,8.26,0,0,,0,0,31.9,15.1,217,1011.7,0,9.9,935,3.4,9,233.3,55.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T16:00:00,73.3,73.3,8.1,7.91,0,0,,0,0,34.1,20.4,220,1011.1,0,9.9,861,3.1,9,249.4,45.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T17:00:00,74.1,74.1,8,7.64,0,0,,0,0,30.7,20.4,220,1010.3,0,9.9,513,1.8,5,261.1,33.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T18:00:00,72.1,72.1,7.9,8.15,0,0,,0,0,27.6,13.9,221,1010.4,0,9.9,489,1.8,5,270.6,21.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T19:00:00,69.4,69.4,6.3,8.32,0,0,,0,0,25.3,10.4,238,1009.7,0,9.9,187,0.7,2,279.5,10.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T20:00:00,65,65,6.7,9.83,0,0,,0,0,15.9,5.1,238,1009.4,0,9.9,35,0.1,0,288.4,-1.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-04-25T21:00:00,57.3,57.3,6.7,12.92,0,0,,0,0,12.3,3.5,173,1010.1,0,9.9,0,0,0,298.1,-12.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
