name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunazimuth,sunelevation,stations,source
Durango CO,2025-01-01T00:00:00,18.1,9.5,9.4,68.2,0,0,,0,0.51,11.9,6.2,6,1025,0,9.9,0,0,0,346.1,-75.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T01:00:00,18.1,8.1,9,67.1,0,0,,0,0.51,11.9,7.7,10,1024.6,0,9.9,0,0,0,37.1,-72.8,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T02:00:00,16.8,11.9,8.7,69.94,0,0,,0,0.51,12.3,3.1,53,1024.6,0,9.9,0,0,0,65,-63.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T03:00:00,12.4,12.4,6.8,77.66,0,0,,0,0.47,12.3,0,0,1025.2,0,9.9,0,0,0,79.8,-52,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T04:00:00,12.4,12.4,6.8,77.66,0,0,,0,0.47,11.9,2.2,53,1025.4,0,9.9,0,0,0,90,-40.1,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T05:00:00,12.8,3.2,7,77.08,0,0,,0,0.47,10.7,6.2,53,1025.6,0,9.9,0,0,0,98.5,-28.2,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T06:00:00,13.4,13.4,7.4,76.7,0,0,,0,0.47,9.4,2.7,40,1026.4,0,9.9,0,0,0,106.6,-16.6,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T07:00:00,17.8,10.4,10.4,72.35,0,0,,0,0.47,8.5,4.9,70,1027.3,0,9.9,0,0,0,114.8,-5.4,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T08:00:00,20,12.9,12.3,71.64,0,0,,0,0.47,8.1,5.1,63,1027.2,59.2,9.9,6,0,0,123.9,5.2,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T09:00:00,21.6,21.6,13.5,70.49,0,0,,0,0.47,8.3,2.7,50,1027.5,96,9.9,53,0.2,1,134.3,14.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T10:00:00,26.4,26.4,13,56.49,0,0,,0,0.47,7.8,1.1,60,1028.9,100,9.9,132,0.5,1,146.5,21.9,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T11:00:00,30.2,30.2,14.1,50.61,0,0,,0,0.47,12.3,1.6,60,1028.3,100,9.9,196,0.7,2,160.5,27.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T12:00:00,34.7,34.7,13,40.27,0,0,,0,0.43,16.3,1.6,35,1026.9,51.8,9.9,330,1.2,3,175.9,29.7,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T13:00:00,38,38,12.7,34.89,0,0,,0,0.39,19,1.1,0,1025.5,0,9.9,469,1.7,5,191.7,28.9,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T14:00:00,41,39.1,12.3,30.62,0,0,,0,0.35,20.1,3.4,200,1023.7,0,9.9,332,1.2,3,206.6,25,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T15:00:00,40.6,38.7,12.3,31.05,0,0,,0,0.35,19.9,3.4,250,1024.5,0,9.9,201,0.7,2,219.7,18.5,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T16:00:00,40.6,40.6,11.6,30,0,0,,0,0.35,17.7,1.1,40,1025,0,9.9,94,0.3,1,230.9,10,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T17:00:00,36.4,31.8,11.6,35.43,0,0,,0,0.43,13,5.4,113,1025.5,0,7.5,36,0.1,0,240.6,0.5,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T18:00:00,28.4,28.4,11.6,48.7,0,0,,0,0.43,10.3,1.9,45,1026.6,0,9.9,2,0,0,249.3,-10.7,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T19:00:00,25.3,19.2,11.6,55.4,0,0,,0,0.43,9.2,5,57,1026.8,18.3,9.9,0,0,0,257.4,-22.1,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T20:00:00,23.3,16.8,11,58.58,0,0,,0,0.43,8.7,5.1,63,1027.3,0,9.9,0,0,0,265.6,-33.9,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T21:00:00,20.4,13,10.1,63.75,0,0,,0,0.43,9.6,5.4,60,1027.9,33.2,9.9,0,0,0,274.7,-45.9,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T22:00:00,18.9,18.9,9,64.9,0,0,,0,0.43,10.5,2.3,30,1027.8,0,9.9,0,0,0,286.6,-57.6,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-01T23:00:00,21.7,12,10.7,61.91,0,0,,0,0.43,11,8.4,80,1027.2,0,9.9,0,0,0,306.2,-68.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T00:00:00,20,12.9,10.4,65.6,0,0,,0,0.43,10.7,5.1,97,1026.5,0,9.1,0,0,0,345.7,-75.2,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T01:00:00,19.4,12.2,10.4,67.3,0,0,,0,0.43,10.7,5.1,30,1026.2,0,9.9,0,0,0,36.6,-72.7,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T02:00:00,19.6,11.7,11,68.59,0,0,,0,0.43,10.7,5.8,73,1025.8,0,9.9,0,0,0,64.7,-63.4,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T03:00:00,19,19,10.4,68.52,0,0,,0,0.43,11.9,2.3,45,1026.4,0,9.1,0,0,0,79.6,-52,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T04:00:00,18.7,18.7,11.3,72.63,0,0,,0,0.43,12.5,2.7,40,1026.8,0,9.9,0,0,0,89.8,-40.1,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T05:00:00,20.4,16.1,11.9,69.25,0,0,,0,0.43,12.5,3.1,50,1027,0,9.9,0,0,0,98.4,-28.2,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T06:00:00,22.6,15.7,14.1,69.34,0,0,,0,0.43,12.8,5.3,90,1028.4,18.3,9.9,0,0,0,106.4,-16.6,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T07:00:00,21.6,21.6,14.1,72.37,0,0,,0,0.43,12.8,2.7,45,1029,0,9.9,0,0,0,114.7,-5.4,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T08:00:00,21,13.8,14.1,74.23,0,0,,0,0.43,12.3,5.3,87,1029.9,0,9.9,11,0,0,123.8,5.1,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T09:00:00,25.4,25.4,14.4,62.42,0,0,,0,0.43,13,2.7,55,1030.3,0,9.9,121,0.4,1,134.2,14.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T10:00:00,35,31.4,16.1,45.61,0,0,,0,0.39,12.3,4.2,80,1030.5,0,9.9,280,1,3,146.3,22,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T11:00:00,42.9,42.9,15,31.95,0,0,,0,0.31,13.6,2.3,60,1029.1,0,9.9,427,1.5,4,160.3,27.3,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T12:00:00,47.7,44.4,13.1,24.54,0,0,,0,0.28,17.7,6.9,130,1028.1,0,9.9,454,1.6,5,175.8,29.8,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T13:00:00,48.2,48.2,12.5,23.35,0,0,,0,0.2,19.5,0,0,1027.4,0,9.9,365,1.3,4,191.6,29,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T14:00:00,49.2,46.2,14.1,24.18,0,0,,0,0.16,19.2,6.9,254,1026.6,0,9.9,324,1.2,3,206.5,25.1,"TS761,72476793069,KCEZ,KFMN",obs
Durango CO,2025-01-02T15:00:00,47.1,43.2,15.1,27.41,0,0,,0,0.16,18.6,8.1,240,1026.2,0,9.9,205,0.7,2,219.7,18.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T16:00:00,46.3,43.3,14.1,26.99,0,0,,0,0.16,16.6,6,221,1026.5,0,9.9,90,0.3,1,230.9,10.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T17:00:00,43.1,43.1,12.9,28.94,0,0,,0,0.16,11.9,0.5,276,1026.9,0,9.9,35,0.1,0,240.6,0.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T18:00:00,32.1,32.1,12.8,44.42,0,0,,0,0.16,11,0.2,294,1027.6,0,9.9,2,0,0,249.3,-10.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T19:00:00,29.1,23.8,12.8,50.11,0,0,,0,0.16,10.3,4.9,74,1028.3,0,9.9,0,0,0,257.4,-22,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T20:00:00,29.2,21.5,15.1,55.14,0,0,,0,0.16,11.6,7.8,8,1028.7,0,9.9,0,0,0,265.6,-33.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T21:00:00,25,21,15,65.26,0,0,,0,0.16,11.6,3.3,30,1029.1,0,9.9,0,0,0,274.8,-45.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T22:00:00,24,18,13.8,64.65,0,0,,0,0.16,11.6,4.8,53,1028.9,0,9.9,0,0,0,286.7,-57.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-02T23:00:00,25.8,25.8,15.8,65.4,0,0,,0,0.16,10.5,0.5,295,1029.1,0,9.9,0,0,0,306.2,-68.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T00:00:00,21.9,17,15.8,77.3,0,0,,0,0.16,10.5,3.5,356,1029.1,0,9.9,0,0,0,345.4,-75.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T01:00:00,18.2,11.2,12.8,79.04,0,0,,0,0.16,8.5,4.7,90,1029.1,0,9.9,0,0,0,36.2,-72.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T02:00:00,19.9,13.2,14.9,80.49,0,0,,0,0.16,8.1,4.7,42,1029.1,0,9.9,0,0,0,64.3,-63.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T03:00:00,18,18,12.8,79.59,0,0,,0,0.16,8.7,0.5,293,1031,0,9.8,0,0,0,79.4,-52,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T04:00:00,19.2,13.7,14,79.55,0,0,,0,0.16,8.9,3.8,14,1030.4,0,9.9,0,0,0,89.7,-40.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T05:00:00,15.4,5.5,12,85.89,0,0,,0,0.16,9.2,7,80,1031.4,0,9.9,0,0,0,98.2,-28.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T06:00:00,17.9,12.8,13.8,83.61,0,0,,0,0.16,9.8,3.3,40,1032.6,0,9.9,0,0,0,106.3,-16.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T07:00:00,18,12.4,13.9,83.61,0,0,,0,0.16,10.1,3.6,52,1032.5,0,9.8,0,0,0,114.6,-5.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T08:00:00,19.2,19.2,13.9,79.47,0,0,,0,0.16,10.1,0.2,300,1032.2,0,9.9,11,0,0,123.7,5.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T09:00:00,26.2,26.2,17.9,70.32,0,0,,0,0.16,11,0.5,295,1032.3,0,9.9,153,0.6,2,134,14.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T10:00:00,36.1,31.3,20.9,53.49,0,0,,0,0.16,10.7,5.8,80,1031.3,0,9.9,310,1.1,3,146.2,22,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T11:00:00,42.4,40.8,19,38.79,0,0,,0,0.12,9.6,3.3,564,1029.3,0,9.9,430,1.5,4,160.2,27.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T12:00:00,46.5,43.6,18,31.8,0,0,,0,0.12,10.3,5.8,87,1027.9,0,9.9,463,1.7,5,175.7,29.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T13:00:00,49.1,46.7,17.2,27.81,0,0,,0,0.08,10.5,5.9,106,1026.2,0,9.9,454,1.6,5,191.5,29.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T14:00:00,50.3,50.3,18.1,27.64,0,0,,0,0.08,10.3,3.6,510,1025,0,9.9,389,1.4,4,206.5,25.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T15:00:00,50.3,50.3,18.1,27.64,0,0,,0,0.08,9.4,4.5,88,1024.7,0,9.9,227,0.8,2,219.6,18.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T16:00:00,48.3,47.2,20.1,32.45,0,0,,0,0.08,6.7,3.6,77,1024.8,0,9.9,121,0.4,1,230.9,10.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T17:00:00,40.3,37.3,20,43.75,0,0,,0,0,6,4.5,68,1026.2,0,9.9,52,0.2,1,240.7,0.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T18:00:00,39,35.6,19.1,44.35,0,0,,0,0,6.9,4.7,32,1025.7,0,9.9,1,0,0,249.3,-10.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T19:00:00,36,33.2,20.8,53.59,0,0,,0,0,9.4,3.5,51,1026.2,0,9.9,0,0,0,257.4,-21.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T20:00:00,35.1,35.1,20,53.7,0,0,,0,0,11,0.4,293,1025.7,0,9.9,0,0,0,265.6,-33.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T21:00:00,33.2,33.2,21.6,62.21,0,0,,0,0,12.1,0.3,310,1024.1,0,9.9,0,0,0,274.8,-45.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T22:00:00,33.9,33.9,20.8,58.25,0,0,,0,0,12.3,0.2,300,1022.1,0,9.9,0,0,0,286.7,-57.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-03T23:00:00,27.4,23.7,20,73.44,0,0,,0,0,12.5,3.3,78,1021.5,0,9.9,0,0,0,306.2,-68,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T00:00:00,30.2,25.3,20.8,67.93,0,0,,0,0,12.8,4.6,60,1019.4,0,9.9,0,0,0,345.1,-75,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T01:00:00,31,31,20.8,65.58,0,0,,0,0,12.8,0.3,311,1017.7,0,9.9,0,0,0,35.7,-72.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T02:00:00,29.6,29.6,20.9,69.55,0,0,,0,0,12.5,0.2,299,1017.1,0,9.9,0,0,0,64,-63.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T03:00:00,31.3,25.6,21.7,67.15,0,0,,0,0,12.1,5.8,41,1016.4,0,9.9,0,0,0,79.1,-52.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T04:00:00,30,24.9,21.6,70.41,0,0,,0,0.04,11,4.8,61,1016.2,24.8,9.9,0,0,0,89.5,-40.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T05:00:00,31.2,25.5,20.7,64.71,0,0,,0,0.04,8.9,5.8,47,1016.2,0,9.9,0,0,0,98,-28.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T06:00:00,29.1,22.9,20.6,70.24,0,0,,0,0.04,8.1,5.9,41,1015.9,0,9.9,0,0,0,106.1,-16.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T07:00:00,30.7,24.1,20.5,65.56,0,0,,0,0.04,8.1,6.8,44,1016.1,0,9.9,0,0,0,114.4,-5.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T08:00:00,28.8,25.2,21.3,73.13,0,0,,0,0.04,7.4,3.4,4,1015.6,0,9.9,4,0,0,123.5,5.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T09:00:00,31.6,31.6,22.5,68.69,0,0,,0,0.04,8.5,0.4,276,1015.4,1.2,9.9,46,0.2,0,133.9,14.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T10:00:00,37.9,37.9,22.4,53.17,0,0,,0,0,9.2,0.7,280,1013.7,87.2,9.9,143,0.5,1,146,22,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T11:00:00,46.4,42.6,14.7,27.67,0,0,,0,0,36.9,7.6,221,1012.5,82.6,9.9,260,0.9,3,160,27.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T12:00:00,48.9,41.2,8.1,18.72,0,0,,0,0,36.6,26,232,1009.3,4.5,9.9,501,1.8,5,175.5,30,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T13:00:00,47.1,39.3,7.3,19.36,0,0,,0,0,38.6,22.8,260,1008.5,28.9,9.9,476,1.7,5,191.4,29.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T14:00:00,46.1,37.7,8.3,21,0,0,,0,0,41.3,24.1,260,1008.6,30,9.9,224,0.8,2,206.4,25.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T15:00:00,39.2,29,18.8,43.32,0,0,rain,0.04,0.04,42.5,21.9,308,1011.1,88.7,9.9,186,0.7,2,219.6,18.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T16:00:00,34.5,21.7,22.6,61.32,0,0,"rain,snow",0.04,0.08,42.5,27,309,1012.8,4.6,9.9,100,0.4,1,230.9,10.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T17:00:00,30.6,20.2,23.8,75.73,0,0,snow,0,0.24,32.9,13.8,246,1013.6,89.3,9.9,70,0.3,1,240.7,0.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T18:00:00,31.3,20.7,18.9,59.7,0,0,snow,0,0.24,41.4,15.1,252,1014.6,4.5,9.9,2,0,0,249.3,-10.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T19:00:00,30.1,18.7,21.5,69.89,0,0,,0,0.24,29.8,16.3,253,1015.3,2.8,9.9,0,0,0,257.5,-21.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T20:00:00,30,18.9,18.9,62.83,0,0,,0,0.24,28.9,15.3,263,1016.1,0,9.9,0,0,0,265.7,-33.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T21:00:00,30,21.2,16.9,57.74,0,0,,0,0.24,27.7,10.1,263,1016,0,9.9,0,0,0,274.9,-45.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T22:00:00,28.3,20.3,17.7,64.09,0,0,,0,0.24,26.6,8,281,1016,0,9.9,0,0,0,286.8,-57.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-04T23:00:00,29.1,18.9,15.9,57.36,0,0,,0,0.24,24.8,12.6,272,1015.1,0,9.9,0,0,0,306.2,-67.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T00:00:00,25.8,15.9,15.8,65.24,0,0,,0,0.24,21.9,10.3,231,1015.4,0,9.9,0,0,0,344.8,-74.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T01:00:00,28,16.5,15,57.74,0,0,,0,0.24,18.3,14.7,277,1015.5,0,9.9,0,0,0,35.2,-72.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T02:00:00,25,18,15,65.15,0,0,,0,0.24,16.8,6,240,1017,0,9.9,0,0,0,63.7,-63.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T03:00:00,24.2,19.6,13.9,64.45,0,0,,0,0.24,16.1,3.6,249,1019,0,9.9,0,0,0,78.9,-52.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T04:00:00,20.3,13.4,13.9,75.82,0,0,,0,0.24,20.8,5,48,1021,0,9.9,0,0,0,89.3,-40.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T05:00:00,17.5,11.6,12.8,81.58,0,0,,0,0.24,15,3.8,57,1022.4,0,9.9,0,0,0,97.9,-28.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T06:00:00,15.4,6.5,11,82.36,0,0,,0,0.24,23,6,57,1023.1,0,9.9,0,0,0,106,-16.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T07:00:00,12.3,1.9,9,86.08,0,0,,0,0.24,13.6,6.8,66,1024.4,0,9.9,0,0,0,114.3,-5.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T08:00:00,14.3,8.8,10.1,83.15,0,0,,0,0.24,12.5,3.3,125,1024.9,0,9.9,12,0,0,123.3,5.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T09:00:00,20.6,15.8,14.1,75.41,0,0,,0,0.24,13,3.4,530,1024.7,0,9.9,157,0.6,2,133.7,14.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T10:00:00,27.4,22,16.8,64.14,0,0,,0,0.2,12.5,4.6,329,1024.2,0,9.9,328,1.2,3,145.8,22.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T11:00:00,31.3,24.4,16,52.58,0,0,,0,0.2,25.3,7.3,102,1023.6,0,9.9,457,1.6,5,159.9,27.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T12:00:00,34.5,30.8,16,46.4,0,0,,0,0.16,25.3,4.1,510,1022.9,0,9.9,536,1.9,5,175.4,30.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T13:00:00,38.3,33.4,15,38.18,0,0,,0,0.12,28.2,6.5,255,1020.7,0,9.9,553,2,6,191.3,29.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T14:00:00,40,32.5,15,35.72,0,0,,0,0.08,27.7,13.1,207,1020.2,0,9.9,512,1.8,5,206.3,25.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T15:00:00,42.3,35.3,13.9,31.24,0,0,,0,0.08,28.2,13.2,218,1020,0,9.9,402,1.4,4,219.6,19.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T16:00:00,42.2,36.1,13.9,31.34,0,0,,0,0.08,38,10.6,245,1021.1,0,9.9,100,0.4,1,230.9,10.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T17:00:00,37.3,30.4,13.9,37.91,0,0,,0,0,33.3,9.6,235,1022.9,0,9.9,18,0.1,0,240.7,1.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T18:00:00,33.3,25.3,13.9,44.34,0,0,,0,0,17.7,10.1,225,1024.6,0,9.9,2,0,0,249.4,-10.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T19:00:00,30.1,23.2,13.9,50.31,0,0,,0,0,16.1,7.1,254,1026.2,0,9.9,0,0,0,257.5,-21.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T20:00:00,26.5,18.9,13.9,58.47,0,0,,0,0,28.9,6.9,349,1027.1,0,9.9,0,0,0,265.8,-33.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T21:00:00,24.2,18.2,12.6,60.72,0,0,,0,0,12.3,4.8,89,1026.9,0,9.9,0,0,0,274.9,-45.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T22:00:00,21.2,14.6,12.7,69.2,0,0,,0,0,12.8,4.8,105,1026.6,0,9.9,0,0,0,286.9,-57,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-01-05T23:00:00,20.2,15.2,11.8,69.47,0,0,,0,0,12.8,3.4,32,1026.6,0,9.9,0,0,0,306.2,-67.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
